Company,Date,Tweet
$HD,11/28/18 19:08,$HD sold my payday shares for some great coin.  Holding full swing &amp; in time might get to place some in the let it ride folder.  Stop raised
$HD,11/28/18 19:06,"Highlighted $HD yesterday; https://t.co/EN6Tdle1g2, moving well today(+1.7%), opened long this morn($172.01), sureâ€¦ https://t.co/ArtJMpLDwX"
$HD,11/28/18 19:00,Wow these $HD allready 4.06 from 2.21 ðŸ˜€  @pappystar deserves credits for bringing this to my attention ðŸ˜Š
$HD,11/28/18 18:34,which event will provide the next market drive after Mr. Powell's speech? $SPY $DIA $UCO $GLD $IWM $XLK $XLE $XLFâ€¦ https://t.co/yrEFxbmey5
$HD,11/28/18 18:22,$AAPL $AMZN $ADBE $MSFT $HD Welcome back. Dow +500 now.
$HD,11/28/18 18:22,"$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 millâ€¦ https://t.co/LRnVAgiXap"
$HD,11/28/18 18:22,"$GRWG The Company had $14.3 million in cash and cash equivalents at September 30, 2018 #Hemp #Cannabis #Hydroponicsâ€¦ https://t.co/Hi3IRSLuF8"
$HD,11/28/18 18:21,"$GRWG YTD revenue of $20 million, up 86% compare to YTD revenue of $10.7 million for 2017 #Hemp #Cannabisâ€¦ https://t.co/nzfdHqU120"
$HD,11/28/18 18:21,"$GRWG Revenue of $8.4 million, up 109%, compared to revenue of $4.0 million for the 3rd quarter of 2017 #Hempâ€¦ https://t.co/IWVbk9lSmI"
$HD,11/28/18 18:21,"$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 millâ€¦ https://t.co/2dhvh017rO"
$HD,11/28/18 18:21,"$GRWG Revenue run rate guidance in excess of $42 million heading into 2019, $10.0 million for Q4 2018 #Hempâ€¦ https://t.co/jflMeYNsez"
$HD,11/28/18 18:20,"$GRWG Revenue run rate guidance in excess of $42 million heading into 2019, $10.0 million for Q4 2018 #Hempâ€¦ https://t.co/D4DtsWXOi0"
$HD,11/28/18 18:20,"$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 millâ€¦ https://t.co/Aionx6m2i3"
$HD,11/28/18 18:19,"$GRWG Revenue of $8.4 million, up 109%, compared to revenue of $4.0 million for the 3rd quarter of 2017 #Hempâ€¦ https://t.co/GxARNMbd8d"
$HD,11/28/18 18:19,"$GRWG YTD revenue of $20 million, up 86% compare to YTD revenue of $10.7 million for 2017 #Hemp #Cannabisâ€¦ https://t.co/Oyc5zruM1F"
$HD,11/28/18 18:19,"$GRWG The Company had $14.3 million in cash and cash equivalents at September 30, 2018 #Hemp #Cannabis #Hydroponicsâ€¦ https://t.co/jFvCxuTKDO"
$HD,11/28/18 18:19,"$GRWG Three new stores acquired in Q3 2018, one of which was our new e-commerce site, https://t.co/XcWg8PnNddâ€¦ https://t.co/uMeyQidwwB"
$HD,11/28/18 18:18,"$GRWG As of September 30, 2018, the Company had total assets of $36.2 million compared to total assets of $9.2 millâ€¦ https://t.co/6cH05Mgz1o"
$HD,11/28/18 18:18,"$GRWG Darren Lampert, Co-Founder and CEO, said, ""This was another great quarter of growth for GrowGeneration, withâ€¦ https://t.co/MCqD0lRBwf"
$HD,11/28/18 18:18,"$GRWG $ACB GrowGeneration Corp Revenue up 86% to $20.0 million for 9 Months, Aurora Cannabis revenue up 260% year oâ€¦ https://t.co/iEltCaU3iZ"
$HD,11/28/18 18:00,Closing my $HD position of 1000 shares that was opened today for a 2.68% gain.
$HD,11/28/18 17:49,@SunriseTrader ðŸ˜€Â $HD Nice continuation today.
$HD,11/28/18 17:46,@TraderAmogh Ty  $HD working for us both. WTG
$HD,11/28/18 17:10,"Yes  , profit taking day $spy $msft $hd  $eww https://t.co/YC4JA46aML"
$HD,11/28/18 17:03,$WMT $HD $DG - U.S. retailers prep for new tariffs https://t.co/ClQfmRqRW6
$HD,11/28/18 17:00,"#Dividend Today
$AAON $ADI $CWAI $DNBF $ERF $EVRG $FBND $FCOR $FDHY $FLDR $FLTB $GFF $HD $IBD $KCCB $KCNY $LSSTâ€¦ https://t.co/pHZnjRKCnf"
$HD,11/28/18 16:20,#estate asset watch- price x volume leaders this morning - $AMZN $AAPL $CRM $AMD $MSFT $BABA $NVDA $NFLX $FB $BAâ€¦ https://t.co/tTlWOl3aeU
$HD,11/28/18 16:18,RT @MarketStatisti1: Markets reaction to Chairman Powell's speech on Wednesday? $SPY $DIA $UCO $GLD $IWM $XLF $XLK $XLE $XLU $XLV $XLP $XLYâ€¦
$HD,11/28/18 16:15,"$MS $BEN
$EARN $ONE $ALL $HUBS $AGO
$I $ATE $HD"
$HD,11/28/18 15:39,"RT @FoolMCochrane: In 5 yrs time, I doubt we will be thinking about how the #housing cycle was in late '18 or this quarter's margins. No, Iâ€¦"
$HD,11/28/18 15:35,"$LOW (@Lowes) is a good company, but itâ€™s not $HD (@HomeDepot).

https://t.co/8JBoACjrBX"
$HD,11/28/18 15:29,@ljzaz @hks55 $HD
$HD,11/28/18 15:26,@lziics $HD
$HD,11/28/18 15:19,Long 1000 shares of $HD at $171.25 for a swing trade.
$HD,11/28/18 15:06,$WMT $HD $DG - U.S. retailers prep for new tariffs https://t.co/cFrYGKmKlS
